ID,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Provider Latitude,Provider Longitude
2155,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,15,20745.33333,8512.2,7515.133333,36.3338756,-78.3955986
2156,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,164,19012.18902,8601.067073,7577.02439,34.2378598,-77.9476394
2157,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,43,16866,8498.395349,7650.697674,34.7262246,-76.7549479
2158,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,19,20376.47368,7840.368421,6932.789474,35.7138325,-81.267284
2159,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,20,26324.3,7502.2,6646,35.490295,-81.203192
2160,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,39,18309.4359,8355.076923,7549.205128,35.978428,-77.852104
2161,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,28,20055.21429,8129.714286,7339.25,36.0558699,-78.9034991
2162,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,21,18631.95238,7525.714286,6866.285714,34.009061,-78.289923
2163,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,15,26067.6,7485.2,6335.8,35.3062815,-80.74724
2164,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,21,21247.09524,7087.857143,5788.333333,35.1143176,-80.7197131
2165,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,32,21023.125,7042.4375,6289.8125,35.740747,-78.781718
2166,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,13,15042.46154,7001.461538,6380.846154,35.406344,-80.860052
2167,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,26,14611.96154,6886.653846,6134.5,35.5258779,-82.9435088
2168,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,95,13505.68421,5245.663158,4360.242105,35.43802,-80.601489
2169,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,185,14190.38919,5402.956757,4397.351351,35.576583,-82.549222
2170,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,35,10864.91429,4874.6,4055.742857,36.488967,-80.611891
2171,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,62,14492,4804.741935,3978.516129,35.95,-80
2172,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,31,14594.90323,5079.032258,4299.032258,34.751245,-79.467888
2173,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,55,14075.85455,5535.545455,4445.709091,35.3977239,-77.9525029
2174,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville,12,8573.333333,5282,4419,35.910967,-82.063089
2175,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,45,13061.24444,5011.355556,3917.911111,35.362513,-81.966918
2176,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,88,10947.84091,5046.784091,4050.988636,36.0758078,-80.2977909
2177,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,32,14130.125,4797.46875,3935.71875,35.681722,-80.470716
2178,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340016,MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville,25,10162.4,4687.84,3769.76,35.385951,-83.202926
2179,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,51,9319.372549,4766.039216,3621.176471,35.3208531,-82.4677383
2180,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,22,16688,4612,3725.272727,35.4689369,-79.1866809
2181,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,69,15517.33333,5180.072464,4073.550725,35.302883,-81.535711
2182,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville,27,12317.44444,4850.37037,4171.555556,35.389944,-82.488152
2183,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,18,9521.722222,4990.055556,4215.833333,35.008338,-78.323393
2184,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,38,13761.71053,5060.657895,3972.763158,35.290527,-77.583071
2185,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,124,23129.58871,5765.508065,4829.362903,35.0326463,-78.9320945
2186,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,153,22045.56209,8085.444444,6781.202614,36.0083926,-78.9394587
2187,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,83,17914.18072,5452.939759,4444.120482,35.2734149,-81.1368781
2188,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340037,KINGS MOUNTAIN HOSPITAL INC,706 W KING ST,KINGS MOUNTAIN,NC,28086,NC - Charlotte,13,18015.69231,4986.461538,3544.692308,35.2409703,-81.3550872
2189,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,59,19166.16949,4727.491525,3619.864407,35.799858,-80.87863
2190,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,254,16705.88189,6868.031496,6018.208661,35.607262,-77.404766
2191,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory,16,12818.25,5048.25,3967.5,35.910583,-81.535123
2192,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,37,15268.86486,5034.540541,4381.675676,34.762728,-77.385821
2193,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,123,11701.95935,7177.365854,6177.804878,36.0906186,-80.2716076
2194,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,98,17039.38776,6112.27551,5373.785714,34.637229,-79.012133
2195,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,TN - Johnson City,24,13760.5,6169.708333,4764.458333,36.198777,-81.652227
2196,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,71,15956.84507,5402.943662,4103.366197,35.2219554,-80.8328724
2197,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340055,VALDESE GENERAL HOSPITAL INC,720 MALCOLM BLVD,VALDESE,NC,28690,NC - Hickory,18,20412.5,4447.5,3682.166667,35.7475862,-81.5234055
2198,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,24,11627.29167,4774.25,3959.416667,36.494682,-79.739606
2199,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,67,10212.07463,8169.253731,7204,35.9052623,-79.0509735
2200,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,36,11602.11111,4664.388889,3900.388889,36.1584434,-81.1571831
2201,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,44,12429.97727,5464.909091,4759.909091,34.33747,-78.694254
2202,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,157,18556.77707,5780.292994,4874.318471,35.7852802,-78.5883785
2203,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,46,10634.34783,4908.673913,3888.76087,36.063466,-79.502078
2204,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,35,15449.34286,5839.628571,5018.714286,35.307153,-78.634739
2205,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,33,19550.57576,5148.212121,3632.151515,35.8283144,-78.6181122
2206,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340075,CMC-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte,29,19246.89655,5044.965517,4251.862069,35.7240071,-81.6587579
2207,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340085,THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,NC - Winston-Salem,13,13481.46154,5113.846154,4408,35.8826369,-80.0819879
2208,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,NC - Asheville,14,9853.714286,5355,4531,35.6638302,-82.0283229
2209,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,54,22184.37037,5532.685185,4407.907407,35.5031749,-78.344072
2210,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,128,12151.54688,5286.59375,4327.554688,36.0909698,-79.786519
2211,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,17,12786.70588,4961.764706,4011.176471,35.8048172,-80.2884882
2212,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,29,13804.41379,4727.37931,3935.103448,36.261809,-80.838577
2213,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,46,15996.97826,4824.652174,3768.565217,35.2103414,-80.8206209
2214,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,19,16210.26316,5241.473684,4576,36.285553,-76.994887
2215,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,23,14810.78261,5447.956522,4549.521739,35.921155,-77.555852
2216,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,36,13406.75,5588,4884.888889,36.323798,-76.2180397
2217,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,98,18709.18367,6819.5,5750.142857,35.2039422,-80.8391434
2218,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,128,14060.21875,4630.898438,3532.960938,35.8179864,-78.7029576
2219,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,139,14188.91367,5244.359712,3868.741007,35.205542,-79.456449
2220,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,58,22744.43103,4638.241379,3905.344828,35.737525,-81.337137
2221,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,27,13359.7037,4693.037037,4053.481481,35.364566,-80.194498
2222,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,NC - Greenville,13,13433.07692,5596.615385,4800,34.9649988,-77.9616478
2223,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro,24,12569.54167,4870.791667,3911.458333,35.711402,-79.8144409
2224,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,62,18314.48387,5147.806452,4295.935484,35.718497,-77.9451799
2225,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,35,21614.34286,4546.457143,3595.485714,35.5490677,-80.854179
2226,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,62,10433.82258,5146.903226,4405.354839,34.9738157,-80.5225031
2227,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,100,11201.01,6231.79,4424.38,35.114204,-77.065681
2228,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,26,13340.69231,5348.538462,4639.923077,36.3338756,-78.3955986
2229,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,209,12798.21053,5780.61244,4772.023923,34.2378598,-77.9476394
2230,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,48,12205.6875,5575.520833,4710.520833,34.7262246,-76.7549479
2231,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,30,17438.8,5351.833333,4253.133333,35.7138325,-81.267284
2232,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,24,19165.75,5462.375,3638.458333,35.490295,-81.203192
2233,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,62,13717.59677,5492.435484,4674.064516,35.978428,-77.852104
2234,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,25,12752,4861.64,3942.6,36.432954,-77.64729
2235,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,55,16056.76364,5415.072727,4599.727273,36.0558699,-78.9034991
2236,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,29,12826.48276,4941.862069,3987.655172,34.009061,-78.289923
2237,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,19,18043.10526,4948.789474,4104.578947,35.3062815,-80.74724
2238,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,38,15373.65789,4731.078947,3790.921053,35.1143176,-80.7197131
2239,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,49,19679.38776,4684.959184,3839.571429,35.740747,-78.781718
2240,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,24,11858.91667,4660.166667,3892.5,35.406344,-80.860052
2241,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,36,12197.38889,4722.5,4018.722222,35.5258779,-82.9435088
2242,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,26,7070.653846,3988.730769,3102.269231,35.5491604,-77.039816
2243,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,92,9005.945652,3551.108696,2494.608696,35.43802,-80.601489
2244,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,224,10454.98214,3785.241071,2602.683036,35.576583,-82.549222
2245,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,33,9272.272727,3396.515152,2491.545455,36.488967,-80.611891
2246,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,50,11924.8,3711.28,2176.08,35.95,-80
2247,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,32,9840.4375,3611.3125,2609.3125,34.751245,-79.467888
2248,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,69,11085.56522,3843.449275,2833.043478,35.3977239,-77.9525029
2249,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville,18,5651.388889,3619.166667,2659.833333,35.910967,-82.063089
2250,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,49,11295.65306,3482.387755,2472.346939,35.362513,-81.966918
2251,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,98,9275.744898,3517.163265,2534.367347,36.0758078,-80.2977909
2252,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,43,9896.348837,3289.465116,2325.55814,35.681722,-80.470716
2253,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340016,MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville,15,9187.333333,3235.733333,2312.533333,35.385951,-83.202926
2254,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,44,7864.022727,3266.659091,2224.181818,35.3208531,-82.4677383
2255,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,35,14074.97143,3304.8,2062.285714,35.4689369,-79.1866809
2256,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,89,12793.35955,3454,2525.280899,35.302883,-81.535711
2257,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,37,10799.45946,3598.621622,2790.837838,35.290527,-77.583071
