DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
300 - PERIPHERAL VASCULAR DISORDERS W CC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,44,12474.43182,8321.613636,7568.477273
300 - PERIPHERAL VASCULAR DISORDERS W CC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,37,17140.51351,7206.675676,6491.972973
300 - PERIPHERAL VASCULAR DISORDERS W CC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,41,24185.43902,6414.512195,5310.268293
300 - PERIPHERAL VASCULAR DISORDERS W CC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,35,21173.31429,10175.28571,9683.285714
300 - PERIPHERAL VASCULAR DISORDERS W CC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,13,13856.38462,6206.384615,5498.692308
300 - PERIPHERAL VASCULAR DISORDERS W CC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,39,19605.71795,6904.897436,6007.230769
300 - PERIPHERAL VASCULAR DISORDERS W CC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,17,21547.17647,6198.470588,5386.705882
300 - PERIPHERAL VASCULAR DISORDERS W CC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,48,13684.33333,6098.229167,5284.395833
300 - PERIPHERAL VASCULAR DISORDERS W CC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,18,18455.11111,5417.111111,4847.111111
300 - PERIPHERAL VASCULAR DISORDERS W CC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,12,12692.66667,6846.833333,6463.5
300 - PERIPHERAL VASCULAR DISORDERS W CC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,43,18661.02326,8120.581395,7279.27907
300 - PERIPHERAL VASCULAR DISORDERS W CC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,34,18798.64706,5239.911765,4255
300 - PERIPHERAL VASCULAR DISORDERS W CC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,62,14223.54839,5795.532258,4890.354839
300 - PERIPHERAL VASCULAR DISORDERS W CC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,13,29728.07692,5428.692308,4633.923077
300 - PERIPHERAL VASCULAR DISORDERS W CC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,23,14214.43478,6151.347826,5451.869565
300 - PERIPHERAL VASCULAR DISORDERS W CC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,25,15481,6698.44,5963.4
300 - PERIPHERAL VASCULAR DISORDERS W CC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,43,14171.4186,6493.27907,5745.55814
300 - PERIPHERAL VASCULAR DISORDERS W CC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,16,10174,6591.125,6016.125
300 - PERIPHERAL VASCULAR DISORDERS W CC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,25,16562.64,6827.76,5946.28
300 - PERIPHERAL VASCULAR DISORDERS W CC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,14,15040.85714,5889.714286,4854.428571
300 - PERIPHERAL VASCULAR DISORDERS W CC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,15,16586.46667,6449.333333,5301.333333
300 - PERIPHERAL VASCULAR DISORDERS W CC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,13,13455,5081.384615,4549.692308
300 - PERIPHERAL VASCULAR DISORDERS W CC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,11,9454.181818,5294.545455,4353.090909
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,17,11311.76471,4282.470588,3266.705882
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,18,13977,4619.611111,3312.888889
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,13,10020,4538.846154,3742.230769
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,20,10256.85,4000.65,3079.45
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,16,13191.4375,4556.3125,3623.0625
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,14,15465.64286,4629.571429,3245.857143
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,17,13504.17647,5649.176471,4739.294118
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,23,8988.217391,5727.347826,4879.304348
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,26,23539.42308,4312.653846,3367.653846
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,12,17925.83333,4551.583333,3407.583333
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,26,12794.38462,4576.076923,3175.692308
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,12,13845.91667,3996.75,2696.666667
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,11,14595.27273,5777.090909,5045.818182
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,22,9094.363636,3994.545455,3108.909091
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,13,7404,4310.076923,3157.769231
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,21,16811.57143,6780.190476,3910.238095
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,18,7629.611111,4641.722222,3619.5
303 - ATHEROSCLEROSIS W/O MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,23,11435.47826,3659.086957,2858.043478
303 - ATHEROSCLEROSIS W/O MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,41,10839.2439,3671.195122,2773.04878
303 - ATHEROSCLEROSIS W/O MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,18,10988.61111,3616,2846.666667
303 - ATHEROSCLEROSIS W/O MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,20,10017.1,3818.6,3241.8
303 - ATHEROSCLEROSIS W/O MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,16,9598.375,3529.375,2737.625
303 - ATHEROSCLEROSIS W/O MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,14,8073.785714,3292.214286,2635.071429
303 - ATHEROSCLEROSIS W/O MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,19,12796.42105,3245,2612.263158
303 - ATHEROSCLEROSIS W/O MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,45,15616.97778,3493.755556,2623.533333
303 - ATHEROSCLEROSIS W/O MCC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,13,10097.61538,3493.384615,3406.307692
303 - ATHEROSCLEROSIS W/O MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,45,11494.48889,3751.044444,2666.755556
303 - ATHEROSCLEROSIS W/O MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,65,23212.36923,4568.8,3591.938462
303 - ATHEROSCLEROSIS W/O MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,19,18529.94737,5898.105263,4676.842105
303 - ATHEROSCLEROSIS W/O MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,35,12745.88571,3825.457143,2879.828571
303 - ATHEROSCLEROSIS W/O MCC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,15,15050.13333,3641.733333,2336.666667
303 - ATHEROSCLEROSIS W/O MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,94,13302.2766,4736.308511,3860.287234
303 - ATHEROSCLEROSIS W/O MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,50,8796.08,5147.48,4245.84
303 - ATHEROSCLEROSIS W/O MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,35,13799.6,4358.314286,3404.714286
303 - ATHEROSCLEROSIS W/O MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,15,14718.8,3690.733333,2924.866667
303 - ATHEROSCLEROSIS W/O MCC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,25,7550.76,3424.8,2688.8
303 - ATHEROSCLEROSIS W/O MCC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,14,10215.42857,3726.5,2121.428571
303 - ATHEROSCLEROSIS W/O MCC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,18,12806.77778,3911.722222,3274.833333
303 - ATHEROSCLEROSIS W/O MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,45,16647.06667,4101.222222,3150.711111
303 - ATHEROSCLEROSIS W/O MCC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,22,7294.5,3393.272727,2451.818182
303 - ATHEROSCLEROSIS W/O MCC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,20,14270.45,3834.5,2968.7
303 - ATHEROSCLEROSIS W/O MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,42,10137,3823.761905,2746
303 - ATHEROSCLEROSIS W/O MCC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,43,16080.69767,3329.418605,2579.465116
303 - ATHEROSCLEROSIS W/O MCC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,28,14625.39286,4084.678571,2888.75
303 - ATHEROSCLEROSIS W/O MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,13,18600.92308,4830.230769,4207.769231
303 - ATHEROSCLEROSIS W/O MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,21,8786.571429,3177.904762,2409.52381
303 - ATHEROSCLEROSIS W/O MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,63,13102.01587,3560.904762,2758.111111
303 - ATHEROSCLEROSIS W/O MCC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,15,13787.73333,3277.066667,2220.333333
303 - ATHEROSCLEROSIS W/O MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,18,8325.166667,3955.444444,3191.444444
303 - ATHEROSCLEROSIS W/O MCC,340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,NC - Greenville,16,15372.3125,3759.9375,2898.9375
303 - ATHEROSCLEROSIS W/O MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,65,12037.93846,4064.738462,3071.984615
303 - ATHEROSCLEROSIS W/O MCC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,41,10890.41463,3973,3494.268293
303 - ATHEROSCLEROSIS W/O MCC,340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,NC - Winston-Salem,11,11029.18182,3626.454545,2938.636364
303 - ATHEROSCLEROSIS W/O MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,22,13750.68182,4011.818182,3279.454545
303 - ATHEROSCLEROSIS W/O MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,40,11768.2,3671.3,2923.5
303 - ATHEROSCLEROSIS W/O MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,11,17609.45455,3777.909091,3048.818182
303 - ATHEROSCLEROSIS W/O MCC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,27,10793.51852,3485.481481,2802.222222
303 - ATHEROSCLEROSIS W/O MCC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,12,4564.583333,2876,2203.666667
305 - HYPERTENSION W/O MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,27,13225.7037,3866.148148,2888.518519
305 - HYPERTENSION W/O MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,21,13912.7619,3953.428571,2855.904762
305 - HYPERTENSION W/O MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,18,15118.88889,4030.333333,3198.111111
305 - HYPERTENSION W/O MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,13,11152.61538,4081.307692,3197.615385
305 - HYPERTENSION W/O MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,15,12656.8,3737.666667,2814.466667
305 - HYPERTENSION W/O MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,12,15114.25,3467,2413.333333
305 - HYPERTENSION W/O MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,11,10381.81818,3940.090909,3103.727273
305 - HYPERTENSION W/O MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,78,19275.98718,4277.141026,3195.102564
305 - HYPERTENSION W/O MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,14,23915,6174.357143,5131.785714
305 - HYPERTENSION W/O MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,34,13998.82353,4462.764706,2949.352941
305 - HYPERTENSION W/O MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,52,13672.5,5130.153846,3910.807692
305 - HYPERTENSION W/O MCC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,18,10911.83333,3901.111111,2947.111111
305 - HYPERTENSION W/O MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,46,10695.8913,5608,4367.173913
305 - HYPERTENSION W/O MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,18,16137.94444,4608.388889,4097.277778
305 - HYPERTENSION W/O MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,16,15092.4375,3917.75,2764.75
305 - HYPERTENSION W/O MCC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,16,7863.8125,4152.9375,3291.9375
305 - HYPERTENSION W/O MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,32,17515.5625,4365.4375,3396.0625
305 - HYPERTENSION W/O MCC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,16,8005.4375,3595.125,2489.1875
305 - HYPERTENSION W/O MCC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,19,11929.94737,4454.684211,3486.263158
305 - HYPERTENSION W/O MCC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,13,20235.69231,4151.769231,2898.230769
305 - HYPERTENSION W/O MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,22,9944.772727,3887,2945.545455
305 - HYPERTENSION W/O MCC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,17,13239.23529,3529.352941,2512.176471
305 - HYPERTENSION W/O MCC,340106,SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,NC - Charlotte,14,21524.42857,3722.928571,2575.5
305 - HYPERTENSION W/O MCC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,11,17089.18182,5204.454545,2895.181818
305 - HYPERTENSION W/O MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,22,18594.36364,5053.590909,4061.772727
305 - HYPERTENSION W/O MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,40,11371.325,3377.65,2372.15
305 - HYPERTENSION W/O MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,35,11606.02857,3756.6,2800.828571
305 - HYPERTENSION W/O MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,20,19473.75,4164.1,2098.5
305 - HYPERTENSION W/O MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,23,8210.304348,4228.130435,3226.043478
305 - HYPERTENSION W/O MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,30,11111.43333,4302.866667,3213.666667
305 - HYPERTENSION W/O MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,16,12736.6875,4335.0625,3186.5625
305 - HYPERTENSION W/O MCC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,24,9255.583333,3555.791667,2451.958333
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,87,17726.03448,7771.517241,6925.816092
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,140,20056.99286,7972.471429,7124.392857
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,25,15794.56,7203.16,6281.24
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,27,26214,7463.518519,6654.481481
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,18,20989.83333,7480.333333,6779.222222
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,48,17342.41667,8340.5,7481.4375
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,17,17357,7596.705882,6919.529412
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,62,22555.6129,7948.290323,7259.951613
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340016,MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville,12,14339.83333,6604,5644.666667
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,21,11722.61905,7065.904762,6134.666667
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,13,34760.69231,6679.846154,5843.384615
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,29,22298.7931,7436.551724,6523.862069
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville,19,19277.78947,7690,6073.052632
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,26,17122.26923,7527.730769,6772.807692
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,91,36943.26374,8565.956044,7854.824176
